GeneName,log2FoldChange,pvalue,padj
AASS,-1.465956912414244,8.190746567268594e-13,8.574045514190274e-12
FLRT2,-1.4639202793292307,6.930107186699169e-11,5.373627467751009e-10
PPP1R14A,-1.4624564646138383,7.161010909118773e-8,3.2488969432797385e-7
TLR4,-1.4622893910420744,6.9925308791874995e-19,1.8220375177069867e-17
IGF2,-1.46124748891754,1.0207325759142293e-10,7.715679023125248e-10
PDE8B,-1.4598704378907836,1.6846394994419062e-12,1.6855160028235098e-11
C2CD2,-1.4596964035751872,3.884539167573067e-15,5.975975055394407e-14
CCN5,-1.4596334502358501,1.0619175607262417e-6,3.894102725546458e-6
EGF,-1.459450219385438,1.0444231110156991e-6,3.834336850865195e-6
PRUNE2,-1.4579132717409247,6.593128163951654e-11,5.149709772249809e-10
MOB3B,-1.457903112733049,2.133669710289692e-14,2.897631958253586e-13
FHOD3,-1.4559794385150953,2.42642390420119e-13,2.8244631766216033e-12
FAT2,-1.4556935230978647,3.695214291010545e-5,1.0151761601695617e-4
METTL7A,-1.453936561938979,2.8892742489070017e-21,1.0138821862496652e-19
COL14A1,-1.4526018425333451,1.102313286010502e-9,6.88677208901298e-9
FLNC,-1.4516568881777892,3.168692682007693e-11,2.615191428111929e-10
ECHDC3,-1.4452959096340463,4.1382915872083093e-13,4.626706233838127e-12
KLF2,-1.4417064746684665,1.5496421318737703e-14,2.1751546128417957e-13
CD248,-1.4413117181504187,1.2908735711517157e-13,1.5573085805048617e-12
UGT2B11,-1.4409554357450125,0.018388375777290845,0.02956098195931307
TFPI,-1.4401958370732153,3.033465271485167e-10,2.0998393509956718e-9
OLFM4,-1.43852735055361,0.004143884997041093,0.007551867417401643
DNAJB4,-1.438227900049666,3.329635150301602e-24,1.6849706300078896e-22
VLDLR,-1.437655952995123,4.6234151565001275e-11,3.713795883855366e-10
NR3C1,-1.4299276335997522,3.3837776916796313e-19,9.457855379505714e-18
PRNP,-1.426461974522314,1.2838333105772107e-18,3.239910047559024e-17
TMPRSS2,-1.4263120537991343,9.873974631212552e-7,3.638875664205009e-6
RHOU,-1.4246364004204046,5.501618990752627e-16,9.58298307900118e-15
ITSN1,-1.424396471618559,1.0583062017960051e-16,2.137734060980796e-15
KLK6,-1.4228463661416826,7.85922720126125e-4,0.0016721945018837554
TINAGL1,-1.4225769435744764,8.080337979662643e-13,8.47245907027877e-12
RETSAT,-1.4176987323238728,1.8301683848588375e-15,2.9977971073965455e-14
SAMD4A,-1.4172440353614872,3.351543509592406e-15,5.248386131063678e-14
VIM,-1.4170839528681423,1.1523645251100197e-15,1.9336797397788553e-14
LAMA1,-1.4159800396108841,2.9487885157921626e-9,1.7079880469482916e-8
CCDC8,-1.4143677855302503,2.7063621885465322e-8,1.3269593290604238e-7
ADCY4,-1.4096260276013082,1.1311513595104586e-14,1.625713052569964e-13
CFI,-1.4089016721248957,1.1459761265235748e-15,1.9263217581335967e-14
AKR1C2,-1.4017493501995313,0.0014647100290343799,0.0029339972769094917
WLS,-1.4008740607335235,5.3077364340914136e-14,6.795457498507183e-13
SMIM3,-1.3978472542912452,1.5543533814631907e-13,1.845075032440565e-12
AMOTL2,-1.3961147822382856,3.4575682942812234e-20,1.075874406133138e-18
ZEB2,-1.3920090916332735,1.7123227199670322e-14,2.389547598328449e-13
RGL1,-1.3917095021698251,3.9541245821865656e-23,1.8366622153489772e-21
PLA2G2A,-1.3890933715096048,0.0013188395425180691,0.0026656805132039595
PTGER4,-1.3884386552999628,2.2719787116811136e-15,3.640845885468984e-14
IL11RA,-1.387751378736682,1.4494243878446983e-22,6.0856836197060154e-21
TNS2,-1.3859252367446724,1.073056941367843e-17,2.480154445012454e-16
PTGDS,-1.3856663197270365,1.285761381857469e-7,5.561221631380821e-7
AMOTL1,-1.3850546244274926,1.1211829389635076e-15,1.8879464024753284e-14
ITGA9,-1.3840638539239039,3.080902812175863e-21,1.0771956559662153e-19
ALPL,-1.3815406934214804,7.924326087712742e-11,6.080797712159458e-10
RUNX1T1,-1.3795842455926748,1.2799658343097407e-11,1.1332294196029611e-10
GABARAPL1,-1.3775700750750302,7.545328545800024e-21,2.519039373884279e-19
MAFF,-1.374779179454618,2.2096964415372424e-15,3.552881485849597e-14
AGPAT2,-1.3746918633516947,8.810196485114828e-9,4.7376979420793664e-8
CD302,-1.373763086819827,8.989779899476135e-15,1.3136281722410796e-13
RNASE1,-1.3723653843961356,2.0521106628974408e-11,1.756994125000792e-10
FOXN3,-1.3722279505055448,3.892424665047321e-18,9.450925038997473e-17
LAMA4,-1.371052292100358,4.1141703866914057e-13,4.610460171099985e-12
SGK1,-1.3680535152962696,1.9871453992594904e-18,4.937055042346253e-17
CFH,-1.3666718099838935,4.4360239611111936e-11,3.5782189921211517e-10
PNPLA2,-1.3645604149184198,2.793447414192392e-12,2.7048335234098538e-11
GBE1,-1.3638880203044133,1.525993194815855e-13,1.8158941297220847e-12
FGL2,-1.362124643475969,6.9618223748716046e-15,1.0361907451144038e-13
HBEGF,-1.3592052820042417,5.626253874620508e-13,6.091940428432004e-12
LRP1,-1.356982797016592,1.0353413347759798e-12,1.071534473041084e-11
TLCD2,-1.3566539878211956,2.2353813865870224e-11,1.8970160663754828e-10
JUN,-1.3558951667701733,2.2380901922979386e-13,2.621100755048073e-12
SEMA5A,-1.3523732329764842,9.165977586286943e-11,6.972379311087734e-10
PC,-1.352181548716267,5.823894304453573e-10,3.851220339568164e-9
PGM1,-1.349941169543513,3.3342532468443104e-14,4.4158188661719074e-13
PPARA,-1.3473611430776917,2.5281362759487655e-14,3.404486035468821e-13
FMOD,-1.342704310009623,3.309400295751494e-11,2.724305123600224e-10
PDGFRA,-1.3420978392375122,3.8881726753179475e-12,3.6941482483381486e-11
PDGFA,-1.3396895115342151,4.685883160827273e-16,8.266929649789765e-15
RND3,-1.3383588318033999,1.032086959209099e-13,1.2706166597689485e-12
SERPING1,-1.33777897459972,2.1238377475175425e-16,4.035711451063473e-15
GIMAP1,-1.3361321376031694,2.830078375796586e-15,4.482900096092945e-14
PLEKHH2,-1.33607072418171,3.101389985708085e-8,1.4977330342834373e-7
ANO6,-1.3318433335537376,9.110027513766011e-17,1.8557820878148348e-15
CYGB,-1.3315154622034218,1.969026873723254e-13,2.3116231246457983e-12
TAGLN,-1.3268347398992333,1.1664261173847707e-13,1.4232470962759607e-12
GRAMD2B,-1.325379357747364,3.691131824571591e-15,5.728096085343582e-14
C3,-1.3250267001034723,1.160538739018862e-11,1.0322460662041034e-10
GPRC5B,-1.3233446507216,1.0680064005189482e-16,2.1528053545051756e-15
SEMA6D,-1.3230606428875633,1.7937144611570685e-7,7.5642826947479e-7
NPR2,-1.3206153616420286,4.168679661286174e-15,6.3621991973439e-14
KRT5,-1.3190551986891796,0.0013597010742372954,0.0027413558038984266
A2M,-1.3185142059291384,7.273230008395785e-24,3.584958122881757e-22
TENM2,-1.3178020338485374,1.875234247862104e-5,5.409654153373577e-5
SLC1A3,-1.3159071262892583,6.654703033109287e-10,4.346805004303383e-9
ZCCHC24,-1.3140810066334336,2.9292784011605473e-15,4.6324032610458325e-14
CDH13,-1.3134771492096338,2.985772931930824e-14,3.9707063264889177e-13
HSD17B11,-1.3114218146669578,1.7014013336195712e-16,3.2717947645504355e-15
BOC,-1.3111632987157964,5.57531659549349e-10,3.7072385245968124e-9
LPCAT2,-1.3101645957989105,7.510910697427188e-20,2.2781516200555965e-18
CLEC14A,-1.3085099484148044,6.554278486169911e-18,1.540816323826985e-16
MDFIC,-1.307005999093892,3.478542898485436e-18,8.488880702776008e-17
DUSP6,-1.3067157950038888,4.521597385631667e-13,5.008658855166875e-12
CPAMD8,-1.3062991127767225,7.857336965239433e-8,3.54022000565966e-7
LGR6,-1.3059318857786144,1.331038459837962e-4,3.3052517539622947e-4
DSC3,-1.3057143401806488,4.449971089658295e-4,9.985113912007355e-4
FADS3,-1.3020506842109467,8.023080236369517e-13,8.42160660182237e-12
PIK3R1,-1.3009554792789608,1.6567255929616748e-17,3.76581952159019e-16
PLA2R1,-1.3001905483808995,5.0089507184243576e-17,1.0702458035033377e-15
TRIM29,-1.2994108240129854,3.695152755569235e-4,8.407215746521106e-4
F3,-1.2969404942228726,1.3824778484440647e-8,7.154211255538042e-8
SYNE1,-1.293512574811534,6.040337319164642e-17,1.2792476503032607e-15
MEIS2,-1.2928620728272961,9.270276482151143e-13,9.656956487094609e-12
RARRES2,-1.2923043422753795,2.7336614881688335e-8,1.3382971083881536e-7
RAPGEF3,-1.2897249394737298,8.539818643441775e-12,7.709892606262224e-11
DIXDC1,-1.2883163705411238,7.255703076840168e-19,1.8855022995626546e-17
IL17RD,-1.2877540783948564,1.45052654228673e-10,1.0711837714352463e-9
OLFML1,-1.2864673551636507,1.8338551352370698e-12,1.8196612100417363e-11
DPYSL2,-1.2858251161338203,8.226665751308716e-21,2.737003155668973e-19
EMILIN2,-1.2839796120934062,1.9014699611919124e-12,1.882866496072115e-11
RASIP1,-1.2837938670004045,7.229142719072745e-17,1.504506650300529e-15
PKD2,-1.2824805808728637,2.7407359624041486e-18,6.756968276542536e-17
PELI2,-1.2803572659886482,7.045884067637333e-11,5.458998816304026e-10
RASGRF2,-1.2792538124288557,1.3093152973270548e-10,9.743859584984236e-10
LAMC2,-1.2769484477832633,2.8047770600246766e-6,9.499095256124433e-6
CYP2U1,-1.2757852239393332,2.1787857479625422e-20,6.913869625960344e-19
NOTCH4,-1.275749703207735,1.929570293937815e-18,4.806429631143029e-17
KLF10,-1.2750756886547452,3.6139946497558496e-19,1.0013993820577087e-17
CLIC2,-1.2739851937388702,2.3583569903665906e-17,5.224793194095568e-16
ATP13A4,-1.2718340679509896,6.057041763561634e-4,0.0013158259502179192
RNF125,-1.2712182586276284,1.7593906576184126e-14,2.4398572669926103e-13
TACC1,-1.270327107144073,1.0696987280637163e-8,5.6574000386868165e-8
CALCRL,-1.2702582463321952,2.615768934381022e-9,1.5233566507615705e-8
BHLHE41,-1.2691009654698473,5.510102378405486e-13,5.986399363657486e-12
ZC3H12C,-1.2653885623874928,5.011588571251076e-11,3.988942393425422e-10
RIC3,-1.2639961238123016,7.037579411905994e-5,1.831294344938461e-4
UTRN,-1.2620969358442218,1.9805458849179882e-16,3.785874489758739e-15
GUCY1A1,-1.2620665875335433,4.3910859247134173e-13,4.880958516314394e-12
QKI,-1.2586479260424301,1.239011794372757e-16,2.466480000599184e-15
IQCN,-1.2563099788690628,2.4136043653659558e-9,1.418508922554625e-8
PPP1R16B,-1.2549749378652464,2.17528487420342e-7,8.961167123164475e-7
MYL9,-1.2540828203470349,3.704536698070425e-13,4.1904847472878986e-12
TLE4,-1.2531201628956978,3.2039381806957866e-13,3.66367185082452e-12
ADGRA2,-1.2502504262089356,2.5432498045236193e-12,2.4825732863446293e-11
ID4,-1.2481991521481206,4.110125015439238e-5,1.1166671947852012e-4
ADD3,-1.2470082627632066,1.5891244966030059e-12,1.5932671569174036e-11
SNCG,-1.2448236518618068,6.226772927933578e-5,1.6371457944238817e-4
DPYD,-1.2436525809844667,2.9806151541089963e-16,5.500693801680999e-15
RRAGD,-1.2433325993022604,2.9780300912861448e-9,1.7218135494718148e-8
ID1,-1.2376063707726814,2.4186959907508948e-9,1.4206329841826423e-8
VSTM4,-1.2357918891532387,5.992436016688489e-10,3.951801941046627e-9
ARHGAP10,-1.2357361147039212,3.6241534716923544e-14,4.773456935660546e-13
ARID5B,-1.2348561951577142,1.2507085939379447e-17,2.875045082414144e-16
NTN4,-1.233818704306277,8.998557542939309e-7,3.3290161898946307e-6
CBX7,-1.2336969681888121,3.831998125855104e-16,6.899749434475061e-15
EOGT,-1.233042335420768,5.542247462013319e-30,6.4203264273804895e-28
NT5E,-1.2316436866990519,8.061989053644646e-11,6.176575677354045e-10
ABCA5,-1.2306005216326497,3.860313700759561e-15,5.948223755256919e-14
HADH,-1.2297233649621022,4.8321913620254526e-14,6.22808578362932e-13
LMO2,-1.2278614428440175,1.7198174438176985e-21,6.128843251087206e-20
PRKCA,-1.2278304350272402,2.5269850460862e-11,2.1275797914289677e-10
CD200,-1.2274464828905687,1.5815790156202907e-16,3.0720974212503225e-15
HSPA12B,-1.226680126620687,2.1562254821205616e-11,1.836324890220478e-10
RIMS3,-1.2258273228174672,4.824165643994324e-10,3.2413943163525805e-9
ACADS,-1.2256832454230586,1.163555050633666e-9,7.2317917335764055e-9
MAOB,-1.2252700688422986,2.2559631144988875e-6,7.757898907691989e-6
SASH1,-1.2226624888171773,1.3614898481838327e-14,1.9364977648354367e-13
NEXN,-1.2181421639940737,3.274747191975813e-13,3.73065097758856e-12
SACS,-1.218063839759599,4.341066112329388e-13,4.8421520498894505e-12
TBX18,-1.2176228712138828,1.0464209182018536e-9,6.5717420826328035e-09
NAV2,-1.2147700133817851,4.682036476901659e-9,2.6112401812882512e-8
PLCL2,-1.2135594889788772,8.73959504740405e-12,7.882852380937143e-11
TIE1,-1.2131924668697744,8.547651132418141e-16,1.452043562512375e-14
CCDC50,-1.212191740698229,3.85044163187816e-27,2.804696688674887e-25
FILIP1L,-1.2051224489926464,1.7168498718694664e-9,1.0395158386665568e-8
THRB,-1.2024698270933656,2.0030649303599908e-12,1.9814268832727685e-11
HSPA12A,-1.2017199293502747,3.943078706243805e-9,2.2301589270902466e-8
TPPP3,-1.2013523933216461,2.5033809196932763e-7,1.0225151887362298e-6
CSRP1,-1.2006751275414103,3.4053608876024644e-17,7.441487485067658e-16
ZFP36L2,-1.2004124483549645,1.289690574104619e-16,2.5515174629662367e-15
CPXM2,-1.1970265888755873,5.662988033701046e-10,3.753042626344759e-9
APBB1IP,-1.1966950526324918,2.7832775498450083e-12,2.6977029880806206e-11
FSTL1,-1.193203334929951,6.040148955535184e-11,4.748653492025412e-10
N4BP2L1,-1.1891320355586468,1.8824428922231887e-18,4.701217768500249e-17
SELENOP,-1.1882842470092114,8.209130024953006e-11,6.279298742237323e-10
TEAD1,-1.1868169505404886,1.0469777854486874e-12,1.0810035730321839e-11
MCTP1,-1.183332621018161,1.290527332262366e-13,1.5573085805048617e-12
DKK3,-1.1818224981770185,1.3295266579167613e-10,9.863733654220418e-10
SERPINF1,-1.180210307772522,5.239205244702221e-9,2.9051302438184457e-8
UGP2,-1.1798202928054211,1.2528797603031995e-17,2.875045082414144e-16
RPS6KA3,-1.1790835969022408,1.4351507145944644e-14,2.0292609001214377e-13
CHST3,-1.177918420455053,3.488780129518065e-10,2.396044353236871e-9
SHROOM4,-1.1769949834910296,7.316315972425673e-15,1.0822519703826592e-13
ABLIM1,-1.1769329517177953,6.128470751229194e-19,1.618825447062327e-17
ACSL4,-1.1767667402782847,3.494504058927989e-12,3.3465793353179894e-11
C11orf96,-1.174634724585075,1.5499848211598837e-6,5.491195304146014e-6
KCNJ8,-1.1736267675016385,2.4683882062059384e-13,2.859464168996397e-12
S100A4,-1.1731583571623638,5.892186280104313e-8,2.7119852122165134e-7
ACSS3,-1.1719191675834482,2.9782343435626784e-6,1.0047622180124614e-5
ABI3BP,-1.1708599428384432,2.0438272809595433e-5,5.853857404356869e-5
PRKD1,-1.170471368814318,3.7568456123693377e-11,3.066389691250525e-10
ARHGAP26,-1.1694416000662977,1.0477058367671752e-13,1.2881958594010728e-12
ITGB1BP1,-1.1691166552256207,1.4095148863757944e-12,1.4265774350003436e-11
SLIT2,-1.1686114981982412,7.967595730863051e-10,5.1311743437540675e-9
SKAP2,-1.166286278258922,6.4178071542164686e-18,1.5124317595046899e-16
ABCA1,-1.1656356633531737,3.090503398212588e-11,2.559447904721278e-10
KIRREL1,-1.1652522551682902,4.873846380913342e-14,6.273364518404522e-13
STON1,-1.158861539268832,1.2832028724484005e-9,7.903904944645337e-9
BACH2,-1.1587396432447978,2.8271120975590937e-8,1.379831615128461e-7
SATB1,-1.1581264739429986,1.5106381320212787e-8,7.758966687705447e-8
ESAM,-1.1578915194748158,2.0142066310447037e-15,3.2824740266940387e-14
ACSL5,-1.157745040561262,1.541055589700343e-11,1.3433589750651676e-10
TMEM170B,-1.156440123612379,5.881735675545153e-10,3.886796461880869e-9
APOL6,-1.1560450597773146,2.38838714213515e-10,1.6922875734435865e-9
ACTG2,-1.1539312367944956,0.002231376383363824,0.004296952518734862
NLGN4X,-1.1539244382559812,6.355521482845633e-6,2.006842005174409e-5
SH3RF2,-1.1528790785717502,7.979920585823715e-7,2.9866460269636052e-6
MMP19,-1.152011935199508,2.5474150739073907e-9,1.4880556461494266e-8
LPIN1,-1.1509431994763883,9.621969847313065e-10,6.08252729006674e-9
PLAAT3,-1.1489600045057775,7.070512042724135e-7,2.6607817334948164e-6
NRP1,-1.1474622238977754,5.77472018080573e-13,6.238644330162595e-12
FLI1,-1.1469801088736902,2.0256159959398488e-15,3.289915169081359e-14
LRIG3,-1.145744465045112,1.778396720483537e-9,1.072728009250264e-8
ZNF677,-1.142882721916246,2.2512189597153117e-9,1.3295743426082753e-8
GAS1,-1.1414925490057786,1.458474166242228e-7,6.243646085671871e-7
PPL,-1.1408286751396437,2.8384841782076496e-13,3.2763535862504867e-12
NCOA7,-1.1403126562462478,1.4446190527755404e-10,1.0684624763412938e-9
DIAPH2,-1.1397683136973586,4.069884098434023e-14,5.331326376899608e-13
ITGA1,-1.138293661080795,4.0815145918843525e-13,4.58363441982132e-12
KAT2B,-1.137868885050951,2.071887889351486e-12,2.045297952373156e-11
CSF1,-1.1363655965303558,2.240752667173623e-16,4.232777386026402e-15
KCNC4,-1.1358337036565154,2.802014446949862e-10,1.9565264275543153e-9
PPP2R1B,-1.1357902949734227,1.2292828656728441e-12,1.2557774882647208e-11
ST6GALNAC6,-1.1341302699142337,3.693624100793574e-15,5.728096085343582e-14
PTPN21,-1.1322886239590724,5.685595159913681e-12,5.261501199477386e-11
NMNAT2,-1.1319831799371003,5.47335571864819e-4,0.0012028872053669107
FLT4,-1.1319504361758714,3.494215974835794e-16,6.33903520717852e-15
ARHGAP31,-1.1312462330263362,4.301606884871315e-15,6.554667226313423e-14
PPP1R15A,-1.1304156395544696,2.3105319469136737e-13,2.6993638723663395e-12
NEGR1,-1.1297352639220615,2.259374424814371e-6,7.766852018087298e-6
TLR3,-1.127457163934452,5.997879891825275e-12,5.53451201150672e-11
ARRDC3,-1.1261219774477302,5.543858310605991e-13,6.009492407720023e-12
AHNAK,-1.1256874248593445,1.2889720100065007e-12,1.3128671479038671e-11
MID1,-1.1224565480430015,3.2539300564348647e-6,1.0864917205371468e-5
LHX6,-1.1212815865073882,1.2554846016702608e-6,4.531338004902236e-6
LPAR6,-1.1185426013625932,2.7410727507316195e-17,6.017217921982768e-16
KDR,-1.1170733220661224,1.7729447467669885e-14,2.445748025848579e-13
GIMAP4,-1.1168993364481858,2.822783405252434e-16,5.249721942263472e-15
ECHDC1,-1.1160357665662195,5.463921380714059e-13,5.9512329534195254e-12
ACAA2,-1.1146093226959486,9.069095335222406e-14,1.126606610441388e-12
SIRPA,-1.113571629303666,9.456291678650536e-16,1.603566922226189e-14
TEF,-1.1133770787460775,3.837158306053121e-14,5.047096732243606e-13
SOCS2,-1.1126503560184025,1.4560783174590823e-6,5.202400103140278e-6
TTC28,-1.112241387179939,1.9643497882221645e-16,3.7623950625012175e-15
GPRASP2,-1.1086507951480684,1.95982511074517e-16,3.761221245472018e-15
ADAMTS9,-1.106665545985723,1.4745185646119244e-9,8.98447148209357e-9
PARM1,-1.1055687919742718,8.979349004898225e-9,4.8151946838871404e-8
LIX1L,-1.1043567959070713,2.816832622457077e-20,8.822099565122083e-19
PDLIM4,-1.1040367015657244,2.2451146914644914e-7,9.233010161861029e-7
HEY2,-1.1033233658305952,1.414162631826481e-7,6.062048018284269e-7
EFNB3,-1.1029246776157047,2.314042606555861e-6,7.946257022155215e-6
RCBTB2,-1.1008718232826922,7.948304249480524e-23,3.538099322164594e-21
CTNNAL1,-1.099866799411914,1.546041131160416e-16,3.0091468575116197e-15
ABLIM3,-1.0997294843591865,4.4863946850665096e-7,1.752099305317404e-6
RCAN2,-1.09791351394144,2.868367196051841e-10,2.0014042518170137e-9
RNF39,-1.09665888690113,3.4220916918172943e-6,1.1389204436422044e-5
FZD7,-1.0954464662162444,4.173100601030506e-8,1.9755963702072042e-7
STEAP1,-1.0944384740755986,6.55890318639028e-8,2.9944850017636535e-7
KLF6,-1.0933968243258214,1.1206472751017774e-14,1.615445809610733e-13
COBLL1,-1.0907362540873284,3.00083528473313e-10,2.083251354708234e-9
KLF11,-1.0891406621106738,6.311262354366708e-19,1.6625421243078328e-17
ACVRL1,-1.0879579314594239,3.798101234839435e-15,5.877753456244113e-14
IRS2,-1.086607757233116,4.610615782939329e-7,1.795507118386458e-6
AMIGO2,-1.0861909682229973,1.0215524085451658e-5,3.103389070509248e-5
FKBP5,-1.0861767363082733,1.601667871552004e-6,5.66033438810703e-6
VSIG4,-1.0855584840047312,3.632378626790056e-7,1.441408192182682e-6
EPHA2,-1.0839556247063338,1.85462767785891e-12,1.838375785836435e-11
FOXN2,-1.0795566449038376,7.252760235587919e-13,7.705556869080424e-12
CCND2,-1.0789424373779983,4.522307261549409e-12,4.25459729156532e-11
SPATA18,-1.0785593613028004,6.97218049415321e-7,2.6278916288233287e-6
MITF,-1.07822896039726,2.2917934020473448e-10,1.6322661896803865e-9
LY75,-1.0763650096611723,1.7670108494368364e-7,7.464766835384527e-7
MS4A4A,-1.0754313189984495,2.9278621764689013e-7,1.1808470984374366e-6
RFTN1,-1.074813280967858,3.904290545369723e-10,2.6623938718957367e-9
IFFO2,-1.073184637014517,2.5166391908173543e-8,1.2434473699747618e-7
MXRA7,-1.0725410999869076,1.205818425230664e-12,1.2360281618968905e-11
PRRG1,-1.071710898820825,1.2584580369982972e-10,9.387179228656809e-10
F13A1,-1.0710957433471338,4.074715653614277e-5,1.1079861710831809e-4
MAF,-1.0707223690126177,7.483921462277433e-15,1.1036488475429067e-13
ARHGEF6,-1.069217126050344,4.054112423734521e-9,2.2875757602234405e-8
PTCH1,-1.0662387049213147,2.3464859185597806e-7,9.62519714460422e-7
EPS8,-1.0633026158479115,7.379694366936824e-16,1.262558030927003e-14
PYGL,-1.0600336238699548,5.300719714927264e-6,1.6977488360768038e-5
ALDOC,-1.0596143123667285,2.334018422646307e-5,6.623845080798183e-5
FRMD3,-1.0590365117722853,1.6626387496118877e-6,5.849349278272338e-6
NFIB,-1.0586959136968817,6.3866223805434685e-6,2.0156315367214763e-5
ACKR3,-1.0583670753765897,8.476407033426215e-6,2.616393374844079e-5
YAP1,-1.0552985857357111,7.304069622045143e-16,1.251847226666026e-14
MEST,-1.053469726758882,8.10121806034618e-6,2.5062165910626937e-5
MFNG,-1.0509893352763888,6.037234674979305e-11,4.748653492025412e-10
PRX,-1.0507571691078534,1.2007900235963563e-9,7.443969101791725e-9
LAMC1,-1.0500627721863813,3.146449906607199e-13,3.605854094401456e-12
JAM3,-1.0497726016713111,2.1061714906271675e-15,3.4092321350808447e-14
PTPRZ1,-1.0490021079389287,0.010510294966482762,0.017782242847568495
MPDZ,-1.0489095580340495,2.457745195023226e-13,2.850569366724767e-12
FMNL2,-1.04877791953298,1.1255177233485193e-12,1.1586566284792306e-11
RASA3,-1.048361925309563,3.644412941661892e-10,2.4969622192393938e-9
ARHGAP24,-1.0472870816425075,2.3162530783410703e-11,1.9604554003740663e-10
CARD6,-1.0465968105936494,2.5201385780623194e-10,1.7790846129272541e-9
SLC5A1,-1.0463839448877816,0.008491345666631756,0.014634215555594968
GEM,-1.0445265666780987,4.198435635261342e-8,1.9858149337902626e-7
CX3CR1,-1.0423056160700004,4.59896933412981e-5,1.2392648554252354e-4
RGMA,-1.0404765678346726,7.944077681162467e-5,2.0483321776448675e-4
KRT15,-1.0383140764729968,0.007337104294020156,0.012798667958454971
ZNF423,-1.0381749740842872,6.06554613280109e-8,2.7851110824681224e-7
CD93,-1.036803829480742,9.70545032519921e-12,8.705028439999104e-11
CCDC82,-1.0365343054785998,1.986096150663537e-10,1.4293648569333764e-9
AK4,-1.03551298514093,5.3054172906628e-8,2.4667111822883374e-7
ARHGEF28,-1.0348622954669113,1.6339638935845597e-12,1.6365169621682857e-11
STARD8,-1.0345723115535408,4.748962842235562e-13,5.248422727367233e-12
TMEM140,-1.0331268532497464,1.2360201293447837e-16,2.4656293659025092e-15
NEDD9,-1.0293947311521485,6.194500790826285e-10,4.073879966059831e-9
CCN3,-1.028809268786753,3.0722570919709866e-5,8.544909441510279e-5
STAT5B,-1.0287496356794759,2.00569209490059e-17,4.472904995638635e-16
CDKN2C,-1.0285087228499514,3.7389637521470063e-7,1.4782128485564747e-6
RCSD1,-1.0282145410492605,3.013152421043063e-10,2.0902929674119086e-9
ARHGEF40,-1.0272845114493454,3.5224969605534606e-15,5.4981831616431046e-14
PTHLH,-1.0265127441907087,0.002146958513830676,0.004154358243204256
USP53,-1.025222772975822,2.676816681382347e-14,3.5896223698035235e-13
ADGRL2,-1.0246660085183112,1.0221208678000951e-8,5.4266660098828896e-8
ELMOD3,-1.0245336234675426,2.4039045757674567e-11,2.0275037277196577e-10
LGR4,-1.01962535607385,1.5164621815949285e-8,7.784721770440597e-8
STS,-1.0190443223157675,2.3105537730311536e-8,1.1487060252168842e-7
BOK,-1.0180323755836196,1.9392289412646905e-7,8.110346355050021e-7
CEP68,-1.015145662346069,1.816026736291274e-25,1.0455746748168023e-23
RBMS2,-1.0144828223122053,1.2504174341450711e-19,3.6432617058499576e-18
DAB2IP,-1.0129762720808149,3.6623511171836585e-16,6.606661536908233e-15
ETV5,-1.0127680380640296,3.0557856496049655e-9,1.7625302352100625e-8
PRXL2A,-1.0101591790058393,1.5538070586814992e-8,7.959432535547477e-8
THBD,-1.0100235830081479,2.3852551908577257e-7,9.775886044372138e-7
PLIN2,-1.0096625451896952,7.58075970707866e-9,4.111228110848722e-8
C1R,-1.0091994261051829,3.5601979770166534e-8,1.704746192680036e-7
ETS2,-1.0081310381822275,5.232069174865953e-10,3.4983550150442378e-9
TMBIM1,-1.0075234431752442,3.057938153849157e-15,4.827926986742142e-14
LCA5,-1.0058030900459138,1.4910430186136718e-11,1.3033071476336775e-10
SEMA6A,-1.0028603603917183,2.71123707969004e-6,9.211499830819695e-6
CMYA5,-1.0022112458285586,3.9929934350953985e-6,1.311223766340241e-5
SORBS2,-1.0008942240950836,6.7593021905242926e-6,2.122491527168226e-5
